doc_type,company,sentence,word count
news,coca-cola,"We design our bottles for recyclability and reuse so that when they are collected and recycled, they can have many lives including as new bottles and cans.",27
news,coca-cola,We are actively developing a circular economy for our bottles and cans by increasing our use of recycled materials.,19
news,coca-cola,This reduces our use of virgin PET (plastic) and reduces the environmental impact of our packaging.,16
news,coca-cola,"The company has been collaborating with partners such as The Recycling Partnership, The Closed Loop Fund and Keep America Beautiful to boost recycling across the United States.",27
news,coca-cola,It recently invested more than $17 million in recycling programs and infrastructure and placed more than 1 million recycling bins across the country.,23
news,coca-cola,"In a Q&A with Waste360, Sutaria discusses The Coca-Cola Company's sustainability initiatives.",12
news,coca-cola,Waste360: How long has this plan been in development?,9
news,coca-cola,"What factors went into deciding the switch to new packaging, including consumer demand?",13
news,coca-cola,"Alpa Sutaria: In 2018, we announced ambitious goals to achieve a World Without Waste by collecting and recycling the equivalent of one bottle or can for each one we sell by 2030.",32
news,coca-cola,We also pledged to make all of our packaging recyclable by 2025 and use 50% recycled content by 2030.,19
news,coca-cola,The innovations that we ve announced today are all part of our progress toward that goal.,16
news,coca-cola,"How The Coca-Cola Company's Recycled Bottle Redesign is Progressing Sustainability Efforts Around the world, including in the United States, we deliver our beverages in a range of packaging including PET, aluminum, glass, refillable and packageless.",35
news,coca-cola,We are exploring and expanding on all of these systems to ensure that The Coca-Cola Company is delivering refreshments to consumers in the most environmentally sustainable way.,27
news,coca-cola,"By rolling out this new suite of products made from 100% recycled materials* in our flagship market, we re one step closer to achieving our goals to create a circular economy for our packaging.",34
news,coca-cola,Waste360: What is the process and timeline to rolling out the new bottles across all product lines?,17
news,coca-cola,"Sutaria: Starting this month and rolling out over the next several months in California, the Northeast and Florida, our most iconic and biggest brand, Coca-Cola, will launch an all-new, 13.2oz bottle made from 100% recycled material (not including the bottle s cap and label) - conveniently sized in a more sippable package while reducing our use of new plastic.",59
news,coca-cola,"As part of a portfolio approach, starting this month and continuing throughout the year, we are also introducing 20oz bottles made with 100% recycled material* across Coca-Cola trademark and Diet Coke in California, New York and Texas.",37
news,coca-cola,"In addition, this summer, smartwater will be launching 20oz 100% rPET bottles* in New York and California, with DASANI available in these states plus Texas.",25
news,coca-cola,"The bottles can be purchased at convenience retail stores, and will be available nationwide for consumers to purchase this summer.",20
news,coca-cola,You can find an infographic of the overall timeline here .,11
news,coca-cola,Waste360: Were there any challenges to completely changing the packaging design while simultaneously making it more sustainable?,17
news,coca-cola,Sutaria: Developing a new bottle made from 100% rPET was a challenge.,12
news,coca-cola,"It took us about 9 months to get to a point where we had designed a bottle that could not only meet the packaging performance required for a carbonated beverage, but also, once tested with consumers, we had a final product they were happy with.",45
news,coca-cola,"One of the biggest challenges in creating this bottle is procuring enough clean, food grade recycled plastic to be able to make enough of these sustainable bottles.",27
news,coca-cola,Waste360: What opportunities does this new design provide across its product lines?,12
news,coca-cola,"Sutaria: The biggest opportunity is that our new packaging made with 100% recycled PET material* decreases our use of new plastic, decreases carbon emissions and accelerates progress towards our World Without Waste goals.",33
news,coca-cola,"Through our portfolio of 100% rPET packaging*, we are reducing the use of new plastic by more than 20% across the portfolio in North America compared to the amount of plastic used in 2018.",34
news,coca-cola,"Using internal company tools and analyses, it is estimated that this effort in the United States represents a 10,000 metric ton reduction in GHG emissions annually.",26
news,coca-cola,"This is the equivalent of taking 2,120 cars off the road for one year.",14
news,coca-cola,Each of our 2021 actions gets us even closer to achieving our ambitious goals.,14
news,coca-cola,"Waste360: Besides 100% recycled plastic (rPET), is Coca-Cola exploring any other materials including ones that are biodegradable?",17
news,coca-cola,Sutaria: We are determined to innovate and develop products and technologies that will minimize our collective impact on the environment.,20
news,coca-cola,We are expanding the use of packageless solutions through the DASANI purefill and Coca-Cola Freestyle dispensed beverages.,17
news,coca-cola,"Around the world, we deliver our beverages in a range of packaging including PET, aluminum, glass, refillable and packageless.",19
news,coca-cola,We are exploring and expanding on all of these How The Coca-Cola Company's Recycled Bottle Redesign is Progressing Sustainability Efforts systems to ensure that The Coca-Cola Company is delivering refreshments to consumers in the most environmentally sustainable way.,38
news,coca-cola,We will continue to increase the use of recycled materials while innovating to develop products and technologies that will minimize our collective impact on the environment.,26
news,coca-cola,Waste360: Can you please explain how the color of this packaging makes it easier to recycle?,16
news,coca-cola,"Sutaria: There is a slight tint to 13.2oz 100% recycled plastic, which has to do with the fact that these bottles are made from recycled plastic and it is challenging to make the plastic perfectly clear.",36
news,coca-cola,Clear or blue-tinted PET bottles are necessary to make new bottles made from recycled PET.,15
news,coca-cola,All other colors of PET cannot be recycled remade into bottles because it contaminates the rPET stream.,17
news,coca-cola,"For this reason, we also are introducing a new 13.2oz bottle made from 100% recycled material* in a new, clear package in the Northeast, Florida and California this month.",29
news,coca-cola,"Waste360: In addition to the Recycle Me Again message, will there be other efforts made to educate consumers about Coca-Cola s new bottle and sustainability efforts?",26
news,coca-cola,"Sutaria: We want to inspire everyone to join us in reducing waste, so we re encouraging people to recycle their bottles and cans with the largest on-package messaging effort ever by The Coca-Cola Company.",34
news,coca-cola,"There will be four touchpoints of recycling messaging on our packages, including on the cap and a few messages on the label.",22
news,coca-cola,"As you mentioned, each 13.2oz 100% rPET package* will feature a Recycle Me Again message on the label to inspire people to take action and recycle their bottles so that they can be remade into new ones.",37
news,coca-cola,"The goal is for consumers to recycle these recyclable bottles* so that they can be used again and again as raw material for more new bottles, supporting closed-loop recycling systems and circular economies for PET.",35
news,coca-cola,"This message will also reach consumers through billboards, radio ads, and in-store marketing materials.",14
news,coca-cola,Waste360:What other efforts is Coca-Cola working on to increase circularity within the company?,13
news,coca-cola,"Sutaria: The Coca-Cola Company is helping to drive a circular economy for plastics by creating more demand for recycled content, while also incentivizing the collection of recyclables.",27
news,coca-cola,We re investing in community recycling programs and infrastructure across the United States.,13
news,coca-cola,We ve set a clear goal for our business to recover and recycle a bottle or can for every one we sell and use 50% recycled content in our packaging by 2030.,32
news,coca-cola,We know we need to work with many partners from industry to NGOs to government and consumers to achieve this goal.,21
news,coca-cola,The company has invested more than $17 million in the United States to support recycling infrastructure and education in thousands of communities in partnership with NGOs as well as government and industry entities.,33
news,coca-cola,"Through our industry association, The American Beverage Association, we ve invested in a $100MM fund to support community recycling programs across the United States.",24
news,coca-cola,"The Coca-Cola Company is also a member of the Ellen MacArthur Fund s The New Plastics Economy, an initiative to build momentum towards a plastics system that works.",28
news,coca-cola,"Applying the principles of the circular economy, it brings together key stakeholders to rethink and redesign the future of plastics, starting with packaging.",23
news,coca-cola,Waste360: Where does Coca-Cola see itself in the sustainability movement in the next 3-5 years as more beverage companies move to recyclable packaging?,23
news,coca-cola,Sutaria: This innovation reflects the commitment from team s across our organization to create sustainable solutions that are optimized for recycling across our broad portfolio from sparkling beverages to our water brands.,32
news,coca-cola,"How The Coca-Cola Company's Recycled Bottle Redesign is Progressing Sustainability Efforts Together, the portfolio of 100% rPET solutions brings us close to our overall World Without Waste goals -- our north star for innovations in the years to come.",39
news,coca-cola,"In addition to designing better packaging solutions, we are investing in local recycling programs and infrastructure to ensure that Americans can recycle our bottles and cans conveniently, whether at home, at work or in public spaces.",36
news,coca-cola,"Coca-Cola, one of the world's worst plastic polluters, is rolling out its first-ever 100 per cent recycled plastic bottle in the US.",22
news,coca-cola,"The company announced on Tuesday that it will begin selling Coca-Cola brands in the 13.2-oz bottle made from recycled PET plastic this month in California, Florida and some states in the Northeast.",32
news,coca-cola,Other fizzy drinks and waters will be sold in the recycled bottles this summer.,14
news,coca-cola,"The Coca-Cola Company was ranked as the world's top plastic polluter for the third year running alongside PepsiCo and Nestle, according to the 2020 audit from Break Free From Plastic.",30
news,coca-cola,"The annual brand audit of plastic waste involved more than 346,000 pieces of plastic in 55 countries.",17
news,coca-cola,These companies claim to be addressing the plastic crisis yet they continue to invest in false solutions while teaming up with oil companies to produce even more plastic.,28
news,coca-cola,"To stop this mess and combat climate change, multinationals like Coca-Cola, PepsiCo, and Nestle must end their addiction to single-use plastic packaging and move away from fossil fuels, said Abigail Aguilar from Greenpeace Southeast Asia.",35
news,coca-cola,"A separate report, from the Ellen MacArthur Foundation , found that corporations have made very little progress on making more plastic packaging recyclable, and reducing the need for single-use packaging altogether.",31
news,coca-cola,Coca-Cola says that the US is the 19th market where bottles made of recycled packaging are being rolled out.,19
news,coca-cola,The multinational has set a goal of making bottles with 50 per cent recycled material by 2030.,17
news,coca-cola,"More than 94 per cent of the company's North American packaging is currently recyclable, according to Coca-Cola.",17
news,coca-cola,"Challenges around plastic packaging waste and recycling continue to be top of mind for our consumers, customers and our system, said Alpa Sutaria, vice president and general manager, sustainability, North America Operating Unit.",33
news,coca-cola,Introducing 100% recycled PET bottles is a big proof point of how recycling can help create a circular economy.,19
news,coca-cola,"Coca-Cola, leading plastic polluter, says it will sell some 100% recycled bottles in US River floods are boosting the global spread of plastic, study finds Climate Corps America: Biden's big plan to recruit a citizen army of conservationists We are still not taking the climate crisis seriously - and the media must take responsibility",54
news,coca-cola,May 4 -- Coca-Cola European Partners issued the following news release: Coca-Cola in Western Europe today takes another step forward in removing virgin fossil-based plastic as Coca- Cola in Germany announces it will achieve a share of recycled material of around 70 per cent for PET non-refillable bottles in 2021 as part of its journey towards 100% rPET for its entire locally produced portfolio.,64
news,coca-cola,"A central principle of Coca-Cola's sustainability strategy is recycling of beverage bottles as part of a low carbon, circular economy.",20
news,coca-cola,"That is why it is taking another big step in Germany towards 100% recycled or renewable content for its PET non-refillable bottles: the PET bottles of the ViO, Fuze Tea and Powerade brands will be completely converted to 100% rPET.",40
news,coca-cola,"For all other brands, all bottles up to a size of 0.5 litres as well as the 1.5- litre and the 2.0-litre bottles will transition to be made entirely of 100% rPET.",32
news,coca-cola,"In its efforts to make PET non-refillable bottles more sustainable, Coca-Cola is also investing continuously in returnable packaging in Germany including investment in new refillable production lines, returnable containers, the expansion of the refillable bottle pool and new returnable crates in Germany.",42
news,coca-cola,"Most recently, two new refillable bottles were introduced to the German market in 2019 with the 1-litre glass bottles for Coca-Cola Classic, Coca- Cola Zero Sugar and the mineral water ViO.",31
news,coca-cola,"These investments are to be continued this year, including a new 0.4- litre refillable glass bottle.",16
news,coca-cola,"By systematically switching our non-refillable bottles to recycled PET, we are taking an important step towards a circular economy in which we avoid the use of primary raw materials, such as virgin fossil-based PET, as far as possible and reuse recycled materials.",42
news,coca-cola,We had set ourselves the goal for Germany of having a share of 50 per cent rPET in our non-refillable bottles by 2023.,23
news,coca-cola,"We are now reaching this target two years earlier than planned and will, in fact, significantly exceed it.",18
news,coca-cola,Managing Director Customer Service and Supply Chain at Coca-Cola European Partners Germany The switch to rPET involves investment and overcoming challenges.,21
news,coca-cola,"For example, Coca-Cola is spending more than (EURO)15 million this year to procure the recycled material, which has a price premium compared with virgin material.",25
news,coca-cola,"In addition, high-quality, food-grade rPET is not yet available in sufficient quantities to convert all of the company's PET bottles in Germany.",22
news,coca-cola,"Coca-Cola is therefore investing in innovative emerging recycling technologies, such as CCEP Ventures funding of CuRe Technology, on the one hand and in long-term supply agreements with recycling partners on the other, in order to promote capacity expansions and innovations.",40
news,coca-cola,"In its efforts to make PET non-refillable bottles more sustainable, Coca-Cola is also investing continuously in returnable packaging in Germany including investment in new refillable production lines, returnable containers, the expansion of the refillable bottle pool and new returnable crates in Germany.",42
news,coca-cola,"Most recently, two new refillable bottles were introduced to the German market in 2019 with the 1-litre glass bottles for Coca-Cola Classic, Coca- Coca-Cola progresses on 100% recycled or renewable journey in Germany Cola Zero Sugar and the mineral water ViO.",41
news,coca-cola,"These investments are to be continued this year, including a new 0.4- litre refillable glass bottle.",16
news,coca-cola,"With the goal of collecting and recycling 10 out of every 10 bottles that Coca-Cola puts on the market by 2030, the Mexican Coca-Cola Industry (IMCC) announces that in 2022 it will have the opening of a collection plant in Tijuana, and 2 collection centers in Mexicali and Ensenada, which will be operated by PetStar, a leading company in circular economy and which has the Largest Food Grade PET Recycling Plant in the World.",74
news,coca-cola,"This investment reinforces the brand's leadership in circular economy by ensuring that its product portfolio reduces the use of plastic through returnable packaging, reaching 47 to 50% of the portfolio and promoting the recovery and inclusive recycling of its packaging, both being an important part of the solution to plastic pollution according to the Global Agreement for the New Plastics Economy launched in 2018 by the Ellen MacArthur Foundation and UN Environment.",72
news,coca-cola,"The goal that the Mexican Coca-Cola Industry has set itself to achieve a World without Waste has achieved that its packaging is manufactured on average with 32% recycled content, with the goal of incorporating up to 50% recycled content in all bottles that are manufactured by 2030.",47
news,coca-cola,"In line with this objective, the Ciel bottle is created, a clear example of Circular Economy, being made 100% made from other bottles, and making it possible for it to be recycled again in a new container.",37
news,coca-cola,"So that a PET bottle can be recycled and is part of the circular economy, it is important to arrange it correctly through 4 steps: sure to leave the lid and the label, in this way, all the components of the bottle are integrated into this virtuous cycle so that they never become waste or contamination, but have a new life, demonstrating that the PET bottle #NoEsDesechable if it is recycled at 100.",73
news,coca-cola,"In the Mexican Coca-Cola Industry we want to be part of the solution to plastic pollution, reinforcing returnability, recovery and inclusive recycling, maximizing the value of PET bottles and acting responsibly with the environment and with the thousands of people involved in the recovery of recyclable materials said Rodolfo M rquez , General Manager of Corporaci n del Fuerte, bottler of the Mexican Coca-Cola Industry.",65
news,coca-cola,"The company PetStar, of which Corporaci n del Fuerte is a shareholder, has become a benchmark for circular economy, not only for having the largest food-grade PET recycling plant in the world; but for producing a recycled carbon neutral resin from 2020 and for being aligned to meet the Sustainable Development Goals of the 2030 Agenda.",56
news,coca-cola,Undoubtedly the Mexican Coca-Cola Industry has further strengthened its commitment to end plastic pollution and has added to the concern to end this.,23
news,coca-cola,For more information you can visit them by clicking here or directly on their official website,16
news,coca-cola,The Mexican Coca-Cola Industry Is Committed to Recycling,8
news,coca-cola,"Coca-Colas trademarked brands Coke, Diet Coke, Coke Zero Sugar, and Coca-Cola Flavors have been launched in a 13.2-ounce (393 ml) bottle made from 100% recycled PET (rPET) plastic in California, Florida and select states in the Northeast United States.",39
news,coca-cola,"The new 13.2-ounce bottle the first-ever Coca-Cola package made from 100% rPET in the United States offers a convenient, sippable portion size.",22
news,coca-cola,"consumers have been telling us they want an option like this, because its just the right amount for the snacking occasion, said Tammy Lee, brand manager, Coca-Cola Trademark.",28
news,coca-cola,We believe this innovation delivers the double benefit of convenience and sustainability.,12
news,coca-cola,Coca-Cola North Americas rPET innovations spans the portfolio and includes multiple brands and packaging sizes.,15
news,coca-cola,"Coca-Cola trademark brands has rolled out 20-oz (591 ml) bottles made with 100% rPET in California, New York and Texas.",20
news,coca-cola,"Dasani launched 20-oz 100% rPET bottles in New York, California and Texas in March.",14
news,coca-cola,"Sprite has launched a 13.2- oz 100% rPET clear bottle in the Northeast states, California and Florida.",17
news,coca-cola,"All Sprite packaging will transition to clear packaging, which is easier to be recycled and remade into new bottles, by the end of 2022.",24
news,coca-cola,"Combined, these innovations represent a 20% reduction in the companys use of new plastic across its North American portfolio compared to 2018.",22
news,coca-cola,"The current level of rPet use will collectively reduce 10,000 metric tons of greenhouse gas emissions annually in the United States.",21
news,coca-cola,"The Coca-Cola Company now offers 100% rPET bottles in more than 25 markets, bringing it closer to its World Without Waste goal of making bottles with 50% recycled content by 2030.",31
news,coca-cola,"Announced in 2018, the sustainable packaging platform also includes a goal to collect and recycle the equivalent of a bottle or can for every one the company sells globally by 2030, and to make 100% of its packaging recyclable by 2025.",41
news,coca-cola,More than 94% of the companys North American packaging is currently recyclable.,12
news,coca-cola,"Simultaneously, the company is transitioning to 100% rPET use in other markets such as The Netherlands and Norway.",18
news,coca-cola,"Engaging the consumer Recycle Me Again To build awareness and encourage action, all 100% rPET package labels will include Recycle Me Again messaging.",23
news,coca-cola,"In fact, four different areas on the packaging will educate people about recycling.",13
news,coca-cola,"A primary goal of the Coca-Cola launches 100% recycled PET bottles in 25 NA markets Endlessly Refreshing campaign which also will include outdoor, radio, in-store and social and digital communications, plus touch-free experiential activations is to boost recycling rates so rPET bottles can be used again and again to create raw material for new bottles, supporting closed-loop recycling systems and a circular economy.",63
news,coca-cola,"Our packaging is our biggest, most visible billboard, Alpa Sutaria of Coca Cola said.",14
news,coca-cola,"Were using the power of our brands, leading with Coca-Cola, to educate, inspire and advance our sustainability priorities.",18
news,coca-cola,"In 2020, The Coca-Cola Foundation and partner WWF conducted Pakistan's first scoping study across ten cities to understand the lifecycle of a PET bottle in Pakistan.",26
news,coca-cola,"The study revealed that Pakistan generates over 30 million tonnes of solid waste annually, of which over 10% is plastic.",20
news,coca-cola,"While our country has growing concerns over plastic pollution, it is a paradox that Pakistan remains the second- biggest producer of plastic in South Asia with an annual growth rate of 15%.",32
news,coca-cola,"Although many environmentalists see this as a grave concern, recyclers, startup companies and innovation hubs view it as a billion-dollar untapped industry, similar to ones of South Africa, the USA and Europe.",32
news,coca-cola,There is a global waste management crisis at the moment to address.,12
news,coca-cola,"Coca-Cola along with its partners is working towards a solution to reduce, reuse and recycle packing waste under its bold and ambitious goal, World Without Waste; recycling all plastic bottles and cans by 2030.",34
news,coca-cola,"After conducting the insightful Plastic Scoping Study, Coca-Cola has carefully designed a sustainable solution to recycle plastic bottle waste.",19
news,coca-cola,"The Coca-Cola Export Corporation Pakistan has partnered with Capital Development Authority (CDA) and Incubation Center (NIC) to re-carpet a 1 kilometer stretch of road in Pakistan's capital, Islamabad, with over 10 tonnes of recycled plastic, including bottles.",37
news,coca-cola,"The pilot project was launched on Tuesday, September 21, 2021, with an MoU signing ceremony between Coca- Cola, and Capital Development Authority, Islamabad.",23
news,coca-cola,"The ceremony was attended by key stakeholders and partners like CCI, UNDP, WWF, CoRe Packaging Alliance Members, CDA and dignitaries from media, academia, civil and private sector.",27
news,coca-cola,"Amer Ali Ahmed, Chairman Capital Development Authority (CDA) was the Chief Guest at the MoU signing ceremony.",17
news,coca-cola,The project falls under Coca-Cola's vision of World Without Waste to achieve zero packaging footprint.,15
news,coca-cola,"Recycling 10 tonnes of plastic bottles, Coca-Cola is all set to launch Pakistan's first-ever Plastic Road Pilot Project This innovative concept of re-carpeted roads with recycled plastic waste has been practised globally across 70 countries; however, this will be tested in Pakistan for the first time with a road mixture recipe that suits Pakistan's local environmental conditions.",57
news,coca-cola,"Speaking at the ceremony, Fahad Ashraf, VP and General Manager of Coca-Cola Pakistan and Afghanistan said, 'This idea provides a breakthrough solution to bring back plastic waste into the productive economy.",31
news,coca-cola,The plan is to focus on building a community around the idea and the innovation itself.,16
news,coca-cola,"For any concept to be applied and adopted, the people must first believe it, for which the project needs to make a social and commercial sense.'",26
news,coca-cola,"This is where TeamUp and NIC come in, working towards expanding the innovative idea nationwide via hackathons, conferences, white papers, policy changes, and a coalition of partners.",27
news,coca-cola,"Parvez Abbasi and Zouhair Khaliq representing the strategic leadership of the added, 'When Coca- Cola came to us with the willingness to be part of the solution, we were keen to lead this because most of the startups and projects here are guided by the Sustainable Development Goals.'",48
news,coca-cola,"This partnership was finalised and announced at the MoU signing ceremony, followed by a panel session with guests Dr Imran Khalid from WWF, Arish Naseem from UNDP, Rana Shakeel Asghar, Member Environment CDA, Zeeshan Shahid from TeamUp and Fahad Ashraf from TCCEC Afghanistan and Pakistan.",45
news,coca-cola,"The panel was moderated by Aisha Sarwari, Director Public Affairs, Communications and Sustainability, to discuss the project and future of plastic waste recycling in Pakistan.",25
news,coca-cola,This project by Coca-Cola Pakistan embarks on the vision of sustainable innovation with almost 10 tonnes of recycled plastic being used only to re-carpet a one-kilometre patch of road.,29
news,coca-cola,The project also allows use of recycled PET waste to be part of a circular plastic economy which is expected to have a considerable positive impact on the environment.,29
news,coca-cola,Roads re-carpeted with plastic last almost twice as long and are 51 per cent stronger than standard roads.,18
news,coca-cola,"Pakistan has a road network of over 270,000 km which is expanding by the day.",15
news,coca-cola,This solution can provide an effective way to not only end plastic waste but also to ensure our road repair costs are kept to a minimum.,26
news,coca-cola,"This can create huge demand for recycled plastic, tackling a major waste management problem since the inception of plastic packaging.",20
news,coca-cola,"These results are achieved by adding recycled plastic to bitumen (a low-grade crude oil, consisting of complex heavy hydrocarbons) in appropriate proportions, and using plastic - asphalt mix to increase the strength and longevity of roads.",36
news,coca-cola,"Once tested, the mixture can be used on roads across the nation, helping Pakistan achieve SDG goals.",17
news,coca-cola,"Moreover, the roads are resistant to wear and tear which can promote infrastructural development in the country.",17
news,coca-cola,"The technology, research and its application are all developed by highly skilled and passionate Pakistanis who wish to build a sustainable future.",22
news,coca-cola,"Coca-Cola Pakistan has spent over 10 million USD in the last 8 years alone to expand and develop its sustainability portfolio with a focus on relief efforts, water stewardship, environmental development, education, women empowerment and recycling packaging waste under the World Without Waste vision.",44
