doc_type,company,sentence,word count
news,diageo,"Because we are not operating direct plants in the region, our long-term commitment is to extend our initiatives to the sustainable by design pillar so that our products from bean to cup meet all quality requirements.",36
news,diageo,"By partnering with our strategic partners, we ensure a more sustainable footprint with the planet throughout our Central American and Caribbean operation, said Mabo.",24
news,diageo,"Glass container manufacturer Vidrala and Diageo, of the premium spirits sector, have announced a partnership to implement a zero-emission bottle production system.",22
news,diageo,The project will require the construction of a new furnace at Vidrala's plant in Elton (England).,16
news,diageo,It will start in 2027 and will reduce CO2 emissions in the industrial process by 90% through the use of renewables and low-carbon hydrogen.,24
news,diageo,The other 10% cut in environmental impact will be achieved with carbon capture technology.,14
news,diageo,"By 2030 and with the Elton facility at full capacity, Vidrala expects to consolidate an annual production of 200 million bottles of liquor brands such as Smirnoff, Captain Morgan, Gordon's and Tanqueray.",32
news,diageo,"The hydrogen to be used at the Cheshire County plant will come from Vertex Hydrogen, the UK's leading decarbonization project backed by the London Government.",25
news,diageo,"Encirc, Vidrala's UK subsidiary, began this initiative last year.",9
news,diageo,"In partnership with the company Glass Futures, it began a series of tests in one of its furnaces in Northern Ireland.",21
news,diageo,There he burned fossil biofuels to reuse previously recycled glass (its reuse is infinite).,14
news,diageo,The bottles obtained in this process achieved a carbon footprint 90% lower than that of a standard container of similar characteristics.,21
news,diageo,"Drones in tequila farming to drive better farming decisions, reduce water and fertilizer use and decrease the use of vehicles to reduce carbon emissions.",24
news,diageo,"Drones work in partnership to collect data on agave plants, identify when the crops need support and dispense the required amount of a unique water fertilizer mix.",27
news,diageo,"* In Diageo's half-year results announced in January 2023, the company reported its tequila business grew 28%, securing its position as the number one producer of tequila in the world.",30
news,diageo,"* Water use in water-stressed areas by 40% by 2030, and by 30% in all other areas.",17
news,diageo,"April 4 -- Diageo issued the following news release: - Drones in tequila farming to build data on agave plants to drive better farming decisions, reduce water and fertilizer use and decrease the use of vehicles to reduce carbon emissions - Drones work in partnership to collect data on agave plants, identify when the crops need support and dispense the required amount of a unique water fertilizer mix - Supports the continued growth of Diageo's tequila business and progress towards Diageo's ESG action plan, Society 2030: Spirit of Progress Diageo, producer of Don Julio and Casamigos tequilas, continues to innovate and has introduced the use of drones on its agave farms in Jalisco, Mexico, following up a successful pilot conducted in 2022.",122
news,diageo,"This has enabled Diageo to upskill its agave planters for the future of the ever-growing tequila industry, and build their digital capability in flying the drones, integrating more efficient farming practices and drive environmental benefits.",35
news,diageo,"Since mid-2022, drones have been in action to identify which agave plants need the pesticide and fertilizer water mix and how much, to ensure precious water resources are used only where needed, whilst driving efficiency across agave farming.",38
news,diageo,Agave plants are the key ingredient in making tequila.,9
news,diageo,"The drones work in pairs: one to identify the plants that need attention and collect data on the growth of the agave plants, and the other dispenses a unique water fertilizer and pesticide mix where needed at night when the stomata is open.",43
news,diageo,The collection of data has helped the agave planters to make better decisions on resource use.,16
news,diageo,"Diageo introduces drones to drive farming efficiency and environmental benefits across tequila farming in Mexico The data has also shown the best time of day to water the plants is the early hours of the morning when its cooler, there is less wind to reduce water loss and when the agave plant is more receptive to water.",57
news,diageo,"This has resulted in water use dropping by an expected two thirds, an important saving of precious resources.",18
news,diageo,"The drones have the capacity to fly over Diageo's agave fields, so fewer tractors are needed to be driven across the farmland, which has a secondary benefit of reducing carbon emissions.",31
news,diageo,"Ewan Andrew, Chief Sustainability Officer, said: As the demand for tequila continues to grow, we want to be able to increase our farming efficiency, but in a way that is also kind to the planet.",35
news,diageo,This initiative is a perfect example of the two coming together.,11
news,diageo,"It's an exciting way in which we're using technological innovation to boost production, upskill our famers, and help us to meet our 2030 sustainability goals.",25
news,diageo,The use of the drones has also enabled agave planters to spend their time continuing to plant and nurturing the new agave.,22
news,diageo,"In Diageo's half-year results announced in January 2023, the company reported its tequila business grew 28%, securing its position as the number one producer of tequila in the world.",29
news,diageo,"Wellington Pauperio, Director for Supply Tequila & Mezcal at Diageo commented: We're incredibly proud to be pioneering the use of drones across our agave farming, to improve efficiency in our agriculture operations while leading our industry innovation and technology adoption.",40
news,diageo,"This initiative also brings additional capabilities for our team, new opportunities for personnel in the communities we operate, and contributes to a more sustainable world by reducing the use of resources including water mix across our plantations.",37
news,diageo,"It has been a great cross-team collaboration for us to reach this point, and the results are speaking for themselves as we look into a better future.",27
news,diageo,"The efficiency and precision agriculture efforts resulting from drone use, contribute to Diageo's 2030 ESG action plan, Society 2030: Spirit of Progress.",22
news,diageo,"Within the plan, the company has committed to preserve the natural resources on which our long-term success depends including to reduce its water use in water-stressed areas by 40% by 2030, and by 30% in all other areas.",38
news,diageo,Diageo is a global leader in beverage alcohol with an outstanding collection of brands across spirits and beer categories.,19
news,diageo,"These brands include Johnnie Walker, Crown Royal, JB and Buchanan's whiskies, Smirnoff, Croc and Ketel One vodkas, Captain Morgan, Baileys, Don Julio, Tanqueray and Guinness.",25
news,diageo,"Diageo is a global company, and our products are sold in more than 180 countries around the world.",18
news,diageo,The company is listed on both the London Stock Exchange (DGE) and the New York Stock Exchange (DEO).,18
news,diageo,"For more information about Diageo, our people, our brands and performance, visit us at",14
news,diageo,"Visit Diageo's global responsible drinking resource, for information, initiatives and ways to share best practice.",15
news,diageo,"[Category: Water Utilities, Paper & Forest Products, Aerospace & Defense, Fertilizers & Agricultural Chemicals, ESG] Diageo introduces drones to drive farming efficiency and environmental benefits across tequila farming in Mexico",30
news,diageo,"Lagavulin, Blair Athol, Oban and Clynelish distilleries have all scooped prestigious gold certification from the Green Tourism accreditation body for their sustainable practices.",23
news,diageo,"The whisky brands join sister distilleries Glenkinchie and Royal Lochnagar, which are all owned by drinks giant Diageo, in achieving gold accreditation.",22
news,diageo,The six distilleries are among only eight in Scotland to have been awarded the gold standard.,16
news,diageo,The other two are Deanston and Nc nean.,8
news,diageo,"To receive the Gold Green Tourism award for not just one but six of our Scottish whisky brand homes and distilleries in just under six months is an incredible achievement, said Barbara Smith, managing director of Diageo s Scotland Brand Homes.",41
news,diageo,These awards are credit to the people at our distilleries and all the work they ve done to build the environmental sustainability of our business.,25
news,diageo,This is just the start of our journey and we will be going for gold accreditations at our other distillery brand homes and will continue to raise the bar for sustainable whisky tourism.,33
news,diageo,"Zero waste to landfill, biodiversity enhancement, energy-efficiency, local sourcing, community engagement and plastic reduction were among the eco-friendly measures recognised by assessors across the whisky operations.",26
news,diageo,Oban Distillery has been key to helping raise the standards for sustainable practice across the drinks industry.,17
news,diageo,"It switched to biofuels in 2018, reducing its carbon footprint by 98 per cent, and last year introduced a new scheme that has cut water use by around 80,000 litres a week.",32
news,diageo,"The distillery is also working with Diageo stablemate Johnnie Walker to plant 189,000 trees to restore woodland and promote wildlife diversity in Argyll.",23
news,diageo,"Diageo distilleries recognised for sustainability changes Lagavulin, based on Islay famous for its smoky, peaty whiskies is working with conservationists to help restore and preserve 700 acres of peat bog on the island.",33
news,diageo,"Meanwhile Clynelish Distillery, in Brora, was recognised for efforts to encourage sustainable travel through installation of cycle racks and planned electric vehicle charging points.",24
news,diageo,"Perthshire s Blair Athol distillery was recognised for its dedication to recycling across the business, including reusing pot ale syrup for animal feed and for turning old pallets and discarded materials into homes for wildlife.",35
news,diageo,"Andrea Nicholas, chief executive at Green Tourism, said: The investment and support from Diageo in incorporating green technology and operations has been impressive and one of the best examples of corporate commitment that we have ever seen.",37
news,diageo,"This, along with the dedication, hard work and creativity of the on-site teams at all of these distilleries, has been crucial to achieving their well-deserved gold awards Diageo has set out a ten-year sustainability action plan, which includes a target for its operations to reach net-zero climate impact by 2030.",50
news,diageo,"The global drinks company is also investing 185 million to create a major Scotch whisky tourism experience in Edinburgh s Princes Street, as well as reviving lost distilleries Port Ellen and Brora.",32
news,diageo,"As well as the aforementioned whiskies, the firm owns Crown Royal, J&B, Buchanan s and Windsor whiskies, Smirnoff, C roc and Ketel One vodkas, Captain Morgan, Baileys, Don Julio, Tanqueray and Guinness.",32
news,diageo,International beverage company Diageo announced plans today for a $245 million carbon neutral distillery in Ontario to support the growth ambitions for its Crown Royal Canadian whisky brand.,28
news,diageo,"the new site is a significant milestone the brand and its North American operations, said Perry Jones, president of North America supply for Diageo, in a news release.",28
news,diageo,"The company behind brands like Crown Royal, Captain Morgan and Guinness says the facility will operate with 100 per cent renewable energy and will progressively reduce waste production from all direct operations where possible and reuse or recycle the remaining waste to the point of not needing to send it to landfills.",52
news,diageo,"The new facility will sit on 400 acres in St. Clair Township in southwestern Ontario, near Sarnia, and will include blending and warehousing operations.",24
news,diageo,It will have the capacity to produce up to 20 million litres of absolute alcohol.,15
news,diageo,The company says it will create dozens of jobs.,9
news,diageo,We are excited about Diageo s plans to invest in St. Clair Township and to bring positive economic impact to our community.,22
news,diageo,"The company s commitment to building a carbon neutral operation is also aligned with our priorities in ensuring a clean environment in the businesses that are in our community, Steve Arnold, mayor of St. Clair Township said in a news release.",41
news,diageo,"Diageo, which employs about 700 people in Canada, says the facility will supplement the company s existing Canadian manufacturing operations in Amherstburg, Ont., Gimli, Man., and Valleyfield, Que.",28
news,diageo,"Over the last three years, Diageo had invested approximately $75 million to develop technologically advanced and environmentally sustainable production capabilities in Canada.",22
news,diageo,This project represents an additional $245 million investment in Canada over three years.,13
news,diageo,"Diageo is committed to reaching net-zero carbon across its direct operations by 2030, with the goal of reaching net- zero carbon across the entire supply chain by 2050 or earlier.",30
news,diageo,"This report by The Canadian Press was first published March 9, 2022.",12
news,diageo,Diageo to build carbon neutral Crown Royal distillery in Ontario,10
news,diageo,Diageo and glass manufacturer and co-packer Encirc are to partner on a project that the world&#8217;s largest spirits maker hopes will enable mass production of net-zero glass bottles in the UK by 2030.,33
news,diageo,"Encirc is to build a hydrogen powered furnace at its glass plant in Elton, Cheshire.",15
news,diageo,"The glass manufacturing company, owned by glass manufacturing major Vidrala, claims the furnace will reduce carbon emissions by 90% though a mixture of green electricity and low carbon hydrogen.",29
news,diageo,"Production of Diageo botttles using the hydrogen furnace is expected to start in 2027, with an estimated production flow of 200 million spirit bottles by the year 2030.",28
news,diageo,"Packaging for Diageo s Smirnoff, Captain Morgan, Gordon&#8217;s and Tanqueray brands will be take place at the Elton site.",19
news,diageo,Diageo intends to use the zero-carbon furnace to help it reach its commitments laid out in its ESG action plan &#8211; labelled Society 2030 &#8211; which strives to reduce emissions across the group&#8217;s entire supply-chain.,35
news,diageo,"Ewan Andrew, chief sustainability officer at Diageo, said: All renewable energy options are important to us and we&#8217;d like to see Government and industry further accelerating the direct supply of green energy as a Diageo teams up with Encirc for net-zero glass project mainstream option.",45
news,diageo,"Ultimately, we look forward to a world where people can enjoy their favourite drinks from zero carbon glass bottles.&#8221; The project follows a successful trial between Encirc and glass industry partners Glass Futures in Northern Ireland.",36
news,diageo,"A furnace was powered from sustainable biofuels, using 100% recycled glass, resulting in bottles Encirc said had a carbon footprint of &#8220;up to 90% lower&#8221; than a standard glass bottle.",30
news,diageo,Encirc&#8217;s managing director Adrian Curry added: This will be a major step in our goal of producing net zero glass by 2030&#8230; this is about protecting glass as a material by addressing the carbon challenge.,35
news,diageo,The work we and Glass Futures undertake will be shared with the UK glass industry to ensure glass remains as the packing of choice for many thousands more years.,29
news,diageo,"During the summer, Diageo unveiled a proposal to build a EUR200m (US$200m) carbon-neutral brewery in Ireland.",16
news,diageo,Located in county Kildare the brewery will operate using 100% renewable energy and host non-detailed water and energy-saving technology.,19
news,diageo,"Diageo, maker of Johnnie Walker, Smirnoff and Guinness has had its 2030 Greenhouse Gas (GHG) emission targets approved by the Science Based Targets initiative (SBTi) as meeting the criteria for the 1.5oC pathway.",33
news,diageo,"Building on a long track-record of ESG progress globally, Diageo is now in the top 1000 companies in the world taking action to address climate change in a data-led and systemic way.",32
news,diageo,"Its goal to achieve net zero in direct operations by 2030 (Scope 1 and 2 emissions), and a 50% emission reduction in scope 3, have been calculated in accordance with the principles of Science Based Targets initiative and have been validated.",41
news,diageo,"Dr Kirstie McIntyre, Global Sustainability Director, Diageo PLC, said:We are passionate about protecting the future of the planet.",18
news,diageo,This demonstrates that our carbon targets are going much further than the required minimum in this critical decade of action to 2030.,22
news,diageo,The Science Based Targets initiative defines and promotes best practice in science-based target setting and independently assesses and approves companies' targets.,21
news,diageo,"It is a partnership between CDP, the United Nations Global Compact, World Resources Institute (WRI) and the World Wide Fund for Nature (WWF).",23
news,diageo,Diageo has committed to reducing absolute scope 1 and 2 GHG emissions 100% by FY2030 from a FY2020 base year.,20
news,diageo,Diageo has also committed to reducing absolute scope 3 GHG emissions 50% within the same time frame.,17
news,diageo,"In addition to this, Diageo commits to increase annual sourcing of renewable electricity from 66% in FY2020 to 100% by FY2030.",21
news,diageo,"In November 2020, Diageo announced a range of 25 bold and ambitious goals in its 'Society 2030: Spirit of Progress' plan.",21
news,diageo,"Diageo is focusing its action in three core areas, carefully selected to align with the United Nations Sustainable Development Goals (SDGs): promoting positive drinking; championing inclusion and diversity; and pioneering sustainability.",31
news,diageo,For more information on Science Based Targets initiative visit: For more information on Diageo's Society 2030: Spirit of Progress plan visit: For further information please contact:Diageo Press Office: press@diageo.com ; Tel: 07803 856200.,33
news,diageo,"Diageo 2030 Greenhouse Gas Emission Targets Validated By Science Based Targets Initiative (SBTi) Diageo is a global leader in beverage alcohol with an outstanding collection of brands across spirits, beer and wine categories.",33
news,diageo,"These brands include Johnnie Walker, Crown Royal, J&B, Buchanan's and Windsor whiskies, Smirnoff, C roc and Ketel One vodkas, Captain Morgan, Baileys, Don Julio, Tanqueray and Guinness.",27
news,diageo,"Diageo is a global company, and our products are sold in more than 180 countries around the world.",18
news,diageo,The company is listed on both the London Stock Exchange (DGE) and the New York Stock Exchange (DEO).,18
news,diageo,"For more information about Diageo, our people, our brands, and performance, visit us at",14
news,diageo,"Visit Diageo's global responsible drinking resource, for information, initiatives, and ways to share best practice.",15
news,diageo,The target boundary includes biogenic emissions and removals from bio energy feed stocks.,13
news,diageo,"Global beverage leader Diageo has opened its first carbon neutral distillery in Lebanon, Kentucky.",14
news,diageo,The site will support the local community with 30 full-time jobs while also sourcing 100% non-GMO corn locally.,18
news,diageo,"The 72,000 square-foot facility has the capacity to produce up to 10 million proof gallons per year and has begun distilling Bulleit Bourbon using electrode boilers that are powered by 100% renewable electricity throughout the cooking, distillation, and dry house processes.",41
news,diageo,"Bulleit is the first and lead brand being produced at the Diageo Lebanon Distillery -and supplements existing production at the nearby Bulleit Distilling Co. in Shelbyville, Kentucky.",27
news,diageo,This press release features multimedia.,5
news,diageo,"View the full release here: Designed with sustainability at its core, the distillery is built to ensure that fossil fuels are not used during production.",25
news,diageo,"By partnering with Inter-County Energy and East Kentucky Power Cooperative (EKPC), Diageo is sourcing a mix of wind and solar energy to power the electrode boilers, onsite electric vehicles, internal and external lighting and equipment making the facility one of the largest of its kind in North America.",48
news,diageo,"The site has implemented virtual metering technology to advance visibility of water, electricity, and steam usage, collecting key data that is used to drive the company's resource efficiency and sustainability.",30
news,diageo,"These technologies will allow the Diageo Lebanon Distillery to avoid approximately more than 117,000 metric tons1 of carbon emissions annually, the equivalent of taking more than 25,000 cars off the road for a year2.",34
news,diageo,"Two years ago, we set a vision and commitment to build our first carbon neutral distillery in North America.",19
news,diageo,"Now that the Diageo Lebanon Distillery is operational, I'm incredibly proud of the innovative actions from our teams and partners to fully electrify the facilities and power them with renewable electricity.",31
news,diageo,"This is a significant step in our journey to create a low carbon future and be part of the solution to tackle the ongoing climate crisis, said Perry Jones, President, North America Supply for Diageo.",35
news,diageo,"In addition to the sustainability features of the new facility, Diageo implemented an optimized staffing model consisting of Bourbon Production Experts (BPE's) responsible for all aspects of distillery, dry house, and operations.",32
news,diageo,"By rotating the BPE's through each operational area to ensure depth of knowledge and flexibility, Diageo aims to accelerate the development of future leaders, ensuring a focus on gender equity and diversity to help shape the industry.",37
news,diageo,"Diageo Opens Its First Carbon Neutral Whiskey Distillery in North America; One of the largest of its kind in North America, the new distillery in Kentucky will .... At Bulleit, we believe we have a responsibility to our environment, our communities, and our planet.",44
news,diageo,"We are proud to initiate the production of Bulleit Bourbon at the carbon neutral Lebanon Distillery, as we take a significant step forward in the brand's long-lasting commitment to sustainability, said Sophie Kelly, SVP Whiskies, Diageo NA.",37
news,diageo,"Bulleit has a long-standing commitment to sustainability and reducing its carbon footprint at the existing distillery in Shelbyville, Kentucky, which was honored with the award of Highly Commended for Sustainable Distillery of the Year at Whisky Magazine's2020 Icons of Whisky American Awards.",42
news,diageo,"In 2021, the brand committed an annual $25,000 grant to support Kentucky State University students in the Master of Agriculture Sciences in Environmental Studies program for the next five years, helping build a pipeline of diverse talent into the spirits industry by supporting the sustainability leaders of tomorrow.",48
news,diageo,"Bulleit recently partnered with American Forests to plant one million trees by 2025, providing a variety of environmental benefits including carbon sequestration, air purification, water conservation, and providing vital wildlife habitat.",31
news,diageo,The Bulleit Distilling Co. production is a zero waste to landfill site.,12
news,diageo,The Bulleit Visitor Experience includes a partnership with the non-profit Oceanic Global to ensure its tasting experience and cocktail bar aligns with The Oceanic Standard (TOS) a certification for venues that have adopted sustainable operating practices and are committed to eliminating single-use plastics.,43
news,diageo,Diageo's plan to building a low carbon future Combatting climate change and its associated impacts is at the heart of Diageo's ' Society 2030: Spirit of Progress' action plan.,29
news,diageo,"The company has already halved the carbon emissions associated with its operations since 2008 and is now working to reach net-zero carbon across its direct operations by 2030, harnessing 100% renewable energy.",32
news,diageo,"As part of its action plan, Diageo is developing roadmaps and is also working to achieve net-zero carbon across the entire supply chain by 2050 or sooner, with an interim milestone to achieve a 50% reduction by 2030.",38
news,diageo,"Building on a long track-record of environmental, social and governance (ESG) progress globally, Diageo is now in the top 1000 companies in the world taking action to address climate change in a science-led and systemic way.",36
news,diageo,The company's goals in this space have been calculated in accordance with the principles of Science Based Targets Initiative (SBTi) and recently validated as meeting the criteria for the 1.5oC pathway.,31
news,diageo,"Diageo is part of a pioneering group of organizations that are championing a green recovery and supporting the Sustainable Development Goals, through membership of the United Nations Global Compact, We Mean Business Coalition and other key global advocacy organizations.",39
news,diageo,"As a signatory to RE100, Diageo aims to source 100% of its electricity from renewable sources by 2030.",18
news,diageo,"In addition, Diageo has signed onto the global Race to Zero campaign, a commitment to achieving net-zero carbon emissions by 2050 or earlier.",23
news,diageo,"In North America, the company joined the Renewable Thermal Collaborative to share best practices and work together to scale up renewable thermal energy.",23
news,diageo,"Carbon neutrality of Diageo's new Lebanon, Kentucky distillery for all Scope 1 and 2 emissions from site operations will be achieved by Diageo in accordance with PAS 2060 for the period commencing with the first grain delivery to completion of distilling operations, certified by Jacobs Engineering Group Inc. View the PAS 2060 Qualifying Explanatory Statement .",56
news,diageo,"Through sourcing for renewable electricity and the electrification of operations, the site will only require residual amounts of carbon offsets to be purchased, associated with operational elements such as emergency back-up power.",32
news,diageo,"Diageo Opens Its First Carbon Neutral Whiskey Distillery in North America; One of the largest of its kind in North America, the new distillery in Kentucky will .... Diageo is a global leader in beverage alcohol with an outstanding collection of brands including Johnnie Walker, Crown Royal, Bulleit and Buchanan's whiskies, Smirnoff, C roc and Ketel One vodkas, Casamigos, DeLeon and Don Julio tequilas, Captain Morgan, Baileys, Tanqueray and Guinness.",70
news,diageo,Diageo is listed on both the New York Stock Exchange (NYSE: DEO) and the London Stock Exchange (LSE: DGE) and our products are sold in more than 180 countries around the world.,32
news,diageo,"For more information about Diageo, our people, our brands, and performance, visit us at .",15
news,diageo,"Visit Diageo's global responsible drinking resource, , for information, initiatives, and ways to share best practice.",16
news,diageo,Follow us on Twitter and Instagram for news and information about Diageo North America : @Diageo_NA.,16
news,diageo,"1 Both direct and indirect carbon emissions - comprising over 35,000 metric tons direct emissions, and over 82,000 metric tons of indirect emissions of CO2-eq 2 According to the United States Environmental Protection Agency (Greenhouse Gas Equivalencies Calculator):",38
news,diageo,"London: Diageo plc has issued the following press release: Today, Diageo has announced the start of a programme to phase out the use of 183 million cardboard gift boxes from its premium Scotch portfolio around the world.",37
news,diageo,"Brands will include Johnnie Walker Black Label Blended Scotch Whisky, Johnnie Walker Red Label Blended Scotch Whisky, Buchanan s Blended Scotch Whisky and Bell s Original Blended Scotch Whisky.",29
news,diageo,"Every year, nearly five million tonnes of cardboard and paper is packaging waste in the UK alone, and despite its ability to be recycled, increased demand has led to cardboard shortages.",31
news,diageo,Diageo is committed to becoming sustainable by design and has set the ambition to be zero-waste to landfill from its own operations and offices by 2030.,26
news,diageo,"Following the launch of the Johnnie Walker paper-based bottle, the world s first 100% PET-free paper-based Pulp bottle which is due to retail in 2023, Diageo s sustainable packaging strategy is developing packs for the future including: Packaging based on biomimicry, designs that will be modelled on biological entities and processes, such as mycelium.",54
news,diageo,The use of carbon capture in the decorative design of bottles.,11
news,diageo,The phased removal of cardboard gift boxes across the premium Scotch portfolio will allow consumer response to be assessed in countries all over the world.,25
news,diageo,"If successful, the programme will be expanded to more Diageo brands in 2023.",13
news,diageo,"Ewan Andrew, Chief Sustainability Officer, Diageo, commented: Waste caused by surplus packaging is placing an unnecessary burden on the planet.",20
news,diageo,"Paper and cardboard are highly sustainable forms of packaging but it is time to review what is actually needed to package a product, as opposed to packaging it that way for historical reasons.",33
news,diageo,We believe that the liquid in our premium Scotch products is the gift.,13
news,diageo,They do not always need cardboard gift boxes to enhance this.,11
news,diageo,Diageo starts programme to remove cardboard gift boxes from premium Scotch portfolio,12
news,ford-motor,"Release date- 17022022 - LOUISVILLE, Ky. - In a signal of Ford Motor Company's commitment to sustainability and environmental stewardship, Ford's Louisville Assembly Plant has been presented with a 2021 Pollution Prevention Award by the U.S. Environmental Protection Agency (EPA) Region 4.",42
news,ford-motor,"* U.S. Environmental Protection Agency presents Ford Motor Company's Louisville Assembly Plant with 2021 Pollution Protection Award * The Award recognizes Louisville Assembly Plant's significant achievements in water savings and recycling through newly implemented wastewater reuse initiative * Ford has saved more than 12.5 billion gallons of water since 2000 through manufacturing conservation efforts with an aspiration to make zero water withdrawals for manufacturing processes, using freshwater only for human consumption The award recognizes the Louisville Assembly Plant for its leadership and commitment to practices that reduce, eliminate or prevent pollution at its source, specifically for a new water recycling initiative developed by plant employees.",105
news,ford-motor,"In 2020, the Louisville Assembly Plant began implementing a pollution prevention project to reuse treated wastewater in the paint pre-treatment process to reduce the volume of waste water sent from the plant to the Publicly Owned Treatment Works wastewater treatment facility.",41
news,ford-motor,"During the first year of implementation, the Louisville Assembly Plant reduced more than 5 million gallons of city water use, which equates to over 22 gallons per vehicle and a cost savings of approximately $ 50,000.",36
news,ford-motor,"Reusing -Building with Purpose: Ford Louisville Assembly Plant Earns EPA Pollution Prevention Award for Water Recycling Initiative wastewater also helps bring Ford closer to the company's aspiration to only use freshwater for human consumption, and builds on the more than 12.5 billion gallons of water saved to date through water conservation and recycling programs since 2000.",56
news,ford-motor,"'Ford is proud to match our sustainability ambition with bold, transformative action that aims to help protect our communities as well as our planet,' said Bob Holycross, vice president, sustainability, environment and safety engineering.",34
news,ford-motor,"'Our environmental stewardship begins long before our vehicles leave the assembly line, and the innovative work being done at Louisville Assembly Plant is a perfect example of how our employees are helping make our sustainability aspirations a reality.'",38
news,ford-motor,"The EPA award builds on recent recognitions that Ford has earned for its climate and sustainability leadership, including a place on the CDP A-List for water security for the seventh straight year in a row.",35
news,ford-motor,"Ford was also recognized on CDP's A-List for climate change for the third year in a row, for the company's actions to cut emissions, mitigate climate risks and contribute to development of the low-carbon economy.",35
news,ford-motor,"Ford is continually looking for opportunities to reduce the effects of our operations and global supply chains, including committing to reach carbon neutrality no later than 2050 across our vehicles, facilities and supply chain.",34
news,ford-motor,'This award represents Ford's commitment to make a positive contribution to the environment wherever possible.,15
news,ford-motor,"It isn't just a win for the Louisville Assembly Plant, but also for our employees, UAW partners and the entire Louisville community,' said Lisa Drake, chief operating officer, Ford North America.",31
news,ford-motor,"'Sustainable manufacturing is core to our current and future business strategy, allowing us to continue to create good jobs while minimizing impact to our planet.'",25
news,ford-motor,"Ford became the first automaker to sign the Department of Energy's Better Climate Challenge aimed at reducing greenhouse gas emissions from our U.S. manufacturing facilities by 25%- 50% over 10 years, in line with its commitment to improve energy efficiency and power its facilities with 100 percent local, renewable energy by 2035.",52
news,ford-motor,"Additionally, by using renewable and recycled materials in vehicles, the company is reducing waste and using fewer natural resources.",19
